,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,marital_status,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,age,job_satisfaction,monthly_income
510,no,travel_rarely,human resources,19,4,medical,698,3,male,3,3, human resources ,married,2,no,15,3,3,1,16,1,4,9,7,7,1.0,38,2,10725.0
511,no,travel_rarely,research & development,9,2,medical,699,2,male,2,2, manufacturing director ,divorced,2,yes,11,3,3,1,13,2,3,3,2,0,2.0,36,2,8847.0
512,no,travel_rarely,research & development,3,4,medical,700,1,male,2,1, research scientist ,single,0,no,13,3,4,0,5,0,3,4,2,1,1.0,27,4,2045.0
513,yes,travel_rarely,research & development,10,1,medical,701,4,male,3,1, research scientist ,single,1,yes,11,3,4,0,1,5,3,1,0,1,1.0,20,3,1009.0
514,yes,travel_frequently,research & development,3,3,life sciences,702,1,male,3,1, research scientist ,single,1,yes,11,3,1,0,10,3,3,10,8,9,7.0,33,1,3348.0
515,no,non-travel,research & development,3,3,life sciences,704,3,male,2,1, laboratory technician ,married,1,no,18,3,3,2,1,3,3,1,0,0,0.0,35,3,1281.0
516,no,non-travel,research & development,4,3,medical,705,1,male,4,1, research scientist ,married,2,no,16,3,1,1,5,3,4,3,2,0,2.0,23,1,2819.0
517,no,travel_rarely,sales,8,3,life sciences,707,4,male,4,2, sales executive ,unknown,0,no,22,4,3,1,4,4,3,3,2,1,2.0,25,2,4851.0
518,no,travel_rarely,sales,7,4,marketing,709,4,female,2,2, sales executive ,single,0,no,20,4,1,0,8,2,3,7,7,0,5.0,38,4,4028.0
519,no,travel_frequently,research & development,1,4,life sciences,710,2,male,1,1, research scientist ,divorced,1,no,18,3,4,1,10,5,3,10,7,2,8.0,29,4,2720.0
520,no,travel_rarely,sales,2,1,marketing,712,2,male,4,2, sales executive ,married,3,no,12,3,4,0,12,3,3,2,2,2,2.0,48,2,8120.0
521,no,travel_frequently,sales,3,1,medical,714,4,female,4,2, sales executive ,divorced,1,yes,20,4,2,2,6,3,3,6,5,0,4.0,27,4,4647.0
522,no,travel_rarely,research & development,10,2,life sciences,715,4,male,4,1, research scientist ,single,3,no,17,3,1,0,4,2,3,1,0,0,0.0,37,4,4680.0
523,no,travel_rarely,research & development,28,1,medical,716,4,male,4,1, laboratory technician ,married,1,yes,11,3,3,3,20,3,3,20,8,3,3.0,50,3,3221.0
524,no,travel_rarely,research & development,9,3,medical,717,4,female,2,3, healthcare representative ,single,1,no,14,3,2,0,9,3,4,8,7,7,7.0,34,2,8621.0
525,yes,travel_rarely,sales,3,2,life sciences,720,1,female,3,2, sales executive ,single,9,no,14,3,1,0,4,3,3,2,2,2,0.0,24,3,4577.0
526,no,travel_rarely,research & development,2,4,technical degree,721,4,female,2,2, healthcare representative ,single,1,no,11,3,1,0,20,4,3,20,7,11,10.0,37,3,4553.0
527,no,travel_rarely,sales,10,3,marketing,722,4,male,3,2, sales executive ,single,1,no,12,3,4,0,10,2,2,10,7,0,8.0,39,4,5396.0
528,yes,travel_frequently,sales,8,2,technical degree,723,2,male,3,2, sales executive ,married,3,yes,14,3,1,1,18,4,3,4,3,1,3.0,50,3,6796.0
529,no,travel_rarely,research & development,1,4,life sciences,724,2,female,4,2, healthcare representative ,single,0,no,13,3,3,0,10,0,2,9,7,1,3.0,38,4,7625.0
530,no,travel_rarely,research & development,1,2,life sciences,725,3,female,3,3, manufacturing director ,married,1,no,11,3,4,0,9,3,3,9,7,0,3.0,27,1,7412.0
531,no,non-travel,research & development,3,2,life sciences,727,3,female,3,3, research director ,single,3,no,15,3,4,0,10,6,3,7,7,7,7.0,32,4,11159.0
532,no,travel_rarely,sales,14,4,marketing,728,4,male,3,2, sales executive ,single,2,no,12,3,4,0,20,2,3,7,7,1,7.0,47,1,4960.0
533,no,travel_frequently,sales,5,4,life sciences,729,4,male,2,3, sales executive ,married,5,no,21,4,3,1,20,2,3,18,13,1,3.0,40,1,10475.0
534,no,travel_rarely,unknown,7,3,life sciences,730,3,male,4,4, research director ,married,3,no,19,3,3,0,32,3,3,5,1,1,3.0,53,3,14814.0
535,no,travel_rarely,human resources,10,4,human resources,731,2,male,2,5, manager ,divorced,3,no,15,3,2,3,23,2,2,21,6,12,6.0,39,4,19141.0
536,no,travel_rarely,sales,16,4,marketing,732,1,male,3,2, sales executive ,single,8,no,14,3,4,0,10,0,3,2,2,2,2.0,60,1,5405.0
537,no,travel_frequently,research & development,10,2,life sciences,733,4,male,3,3, manufacturing director ,divorced,1,no,21,4,3,2,9,4,2,9,7,1,7.0,27,1,8793.0
538,no,travel_rarely,human resources,1,3,human resources,734,4,male,2,5, manager ,married,1,no,12,3,2,1,22,3,3,22,7,2,10.0,41,3,19189.0
539,no,travel_rarely,sales,8,4,marketing,738,4,male,3,1, sales representative ,married,7,no,15,3,4,1,4,2,3,2,2,2,2.0,50,2,3875.0
540,yes,travel_rarely,research & development,1,2,life sciences,741,1,female,1,1, research scientist ,single,7,yes,13,3,4,0,10,4,3,7,7,3,7.0,28,2,2216.0
541,no,non-travel,research & development,8,3,life sciences,742,1,female,4,3, research director ,married,9,no,14,3,1,1,10,2,3,8,7,0,5.0,36,1,11713.0
542,no,travel_rarely,research & development,1,3,life sciences,743,3,female,3,3, manufacturing director ,single,4,no,14,3,4,0,10,4,4,1,0,0,0.0,34,3,7861.0
543,no,non-travel,research & development,24,3,medical,744,1,male,1,1, laboratory technician ,single,2,no,14,3,3,0,9,0,3,5,2,1,4.0,44,3,3708.0
544,no,travel_frequently,sales,3,3,medical,746,4,female,3,4, sales executive ,divorced,9,yes,12,3,4,2,28,2,2,22,2,11,13.0,47,3,13770.0
545,no,travel_rarely,sales,27,5,marketing,747,3,male,3,2, sales executive ,divorced,7,no,23,4,4,1,10,2,2,8,7,7,7.0,30,4,5304.0
546,no,travel_rarely,sales,10,3,life sciences,749,3,male,3,1, sales representative ,single,1,no,11,3,3,0,1,6,3,1,0,0,0.0,29,3,2642.0
547,yes,travel_frequently,unknown,19,3,medical,752,3,male,4,1, research scientist ,divorced,6,yes,12,3,4,0,7,2,3,2,2,2,2.0,42,3,2759.0
548,no,travel_frequently,sales,15,3,life sciences,754,4,male,2,2, sales executive ,married,3,no,18,3,3,1,7,5,3,2,2,2,2.0,43,2,6804.0
549,no,travel_rarely,research & development,8,2,medical,757,2,female,3,2, healthcare representative ,single,3,no,11,3,4,0,10,2,3,5,1,4,3.0,34,3,6142.0
550,no,travel_rarely,research & development,9,1,medical,758,2,male,3,1, laboratory technician ,married,1,no,14,3,4,1,5,2,4,4,3,0,2.0,23,1,2500.0
551,no,travel_rarely,human resources,3,3,human resources,760,3,female,4,2, human resources ,married,9,no,15,3,3,1,12,3,1,8,3,3,6.0,39,2,6389.0
552,no,travel_rarely,research & development,9,3,medical,762,3,male,3,4, healthcare representative ,married,7,no,11,3,3,0,30,1,2,10,7,1,1.0,56,4,11103.0
553,no,travel_rarely,research & development,2,1,medical,763,4,female,2,1, research scientist ,single,0,yes,20,4,4,0,5,2,2,4,2,2,3.0,40,4,2342.0
554,no,travel_rarely,research & development,7,3,medical,764,4,female,2,2, healthcare representative ,single,8,no,19,3,1,0,9,2,1,7,6,0,7.0,27,1,6811.0
555,no,travel_rarely,sales,10,3,marketing,766,4,male,3,1, sales representative ,divorced,1,no,14,3,4,2,2,2,3,2,2,2,2.0,29,2,2297.0
556,no,travel_rarely,research & development,6,3,life sciences,769,4,male,3,2, laboratory technician ,single,2,no,17,3,4,0,19,4,3,2,2,2,2.0,53,4,2450.0
557,no,non-travel,research & development,2,4,life sciences,771,4,female,3,2, healthcare representative ,divorced,2,no,11,3,1,1,16,2,4,1,0,0,0.0,35,1,5093.0
558,no,travel_frequently,research & development,24,4,life sciences,772,1,male,3,2, laboratory technician ,married,1,no,15,3,4,2,10,2,3,10,8,4,7.0,32,4,5309.0
559,no,travel_rarely,research & development,2,5,medical,773,4,male,3,1, research scientist ,married,6,yes,13,3,2,1,6,0,1,1,0,0,1.0,38,3,3057.0
560,no,non-travel,research & development,8,5,life sciences,775,2,female,3,2, manufacturing director ,divorced,3,no,14,3,3,1,7,3,3,0,0,0,0.0,34,1,5121.0
561,no,travel_rarely,sales,3,4,marketing,776,3,male,2,4, manager ,married,1,no,11,3,1,0,34,3,4,34,6,1,16.0,52,1,16856.0
562,yes,travel_rarely,research & development,1,4,other,780,4,male,3,1, research scientist ,single,1,yes,13,3,3,0,10,2,2,10,9,7,8.0,33,4,2686.0
563,no,travel_rarely,sales,26,1,other,781,3,female,3,2, sales executive ,single,1,no,23,4,2,0,6,5,2,6,5,1,3.0,25,4,6180.0
564,no,travel_rarely,sales,2,2,technical degree,783,2,male,1,2, sales representative ,unknown,0,no,13,3,1,0,9,3,3,8,7,3,1.0,45,3,6632.0
565,no,travel_rarely,research & development,10,1,medical,784,1,male,4,1, research scientist ,single,1,no,18,3,4,0,2,3,3,2,2,0,2.0,23,3,3505.0
566,yes,travel_frequently,sales,27,2,life sciences,785,2,female,4,2, sales executive ,single,4,yes,12,3,4,0,8,2,3,5,4,1,3.0,47,3,6397.0
567,no,travel_rarely,sales,2,3,other,786,4,male,3,2, sales executive ,single,1,no,22,4,3,0,6,0,3,6,5,1,4.0,34,4,6274.0
568,yes,travel_rarely,research & development,2,3,medical,787,4,male,3,5, manager ,married,5,yes,13,3,4,1,24,2,3,5,2,1,4.0,55,2,19859.0
569,no,non-travel,sales,8,4,life sciences,789,1,male,2,3, sales executive ,single,1,no,15,3,2,0,10,1,3,10,7,0,3.0,36,1,7587.0
570,no,non-travel,research & development,19,4,medical,791,4,male,3,1, research scientist ,married,0,no,18,3,1,1,5,3,3,4,3,1,2.0,52,4,4258.0
571,no,travel_frequently,research & development,1,2,life sciences,792,1,female,1,1, laboratory technician ,divorced,3,no,14,3,1,1,5,2,3,2,2,2,0.0,26,4,4364.0
572,no,travel_rarely,research & development,27,3,medical,793,2,female,3,2, healthcare representative ,married,4,no,12,3,1,1,11,3,2,8,7,1,1.0,29,3,4335.0
573,yes,non-travel,sales,8,3,technical degree,796,4,male,2,2, sales executive ,single,6,no,17,3,3,0,6,2,2,4,3,1,2.0,37,1,5326.0
574,no,travel_rarely,research & development,1,4,life sciences,797,2,female,4,1, research scientist ,single,2,no,16,3,3,0,10,2,3,4,2,1,3.0,34,4,3280.0
575,no,travel_rarely,research & development,19,4,medical,799,4,female,3,2, manufacturing director ,divorced,9,yes,11,3,2,2,9,4,3,5,3,1,4.0,54,1,5485.0
576,no,travel_frequently,sales,8,1,marketing,800,3,male,3,2, sales executive ,unknown,0,no,19,3,2,1,5,3,3,4,2,1,1.0,27,4,4342.0
577,no,travel_rarely,research & development,10,1,life sciences,802,4,female,3,1, research scientist ,divorced,0,yes,13,3,2,2,6,3,2,5,3,4,3.0,37,1,2782.0
578,no,travel_frequently,research & development,2,4,life sciences,803,1,female,4,2, manufacturing director ,single,6,yes,12,3,4,0,17,2,3,15,7,4,3.0,38,1,5980.0
579,no,travel_rarely,research & development,2,4,medical,804,3,female,2,1, research scientist ,single,1,no,11,3,3,0,6,3,3,6,5,1,3.0,34,1,4381.0
580,no,travel_rarely,sales,8,4,life sciences,805,1,female,3,1, sales representative ,married,1,no,16,3,2,1,3,1,2,3,2,0,2.0,35,4,2572.0
581,no,travel_rarely,research & development,1,3,life sciences,806,4,male,1,1, laboratory technician ,married,3,no,21,4,3,2,7,2,3,2,2,0,2.0,30,3,3833.0
582,no,travel_frequently,research & development,2,2,medical,807,3,female,4,2, healthcare representative ,married,1,no,24,4,4,1,8,2,3,8,7,3,3.0,40,2,4244.0
583,no,travel_rarely,sales,8,2,life sciences,808,3,female,3,2, sales executive ,married,5,no,17,3,2,1,6,1,3,3,2,1,2.0,34,1,6500.0
584,no,travel_frequently,research & development,8,3,life sciences,809,2,male,3,5, manager ,divorced,1,no,13,3,2,1,24,4,2,24,7,14,9.0,42,4,18430.0
585,yes,travel_rarely,research & development,6,3,life sciences,811,3,male,4,1, laboratory technician ,married,1,yes,21,4,3,2,1,2,3,0,0,0,0.0,23,1,1601.0
586,no,non-travel,research & development,9,3,life sciences,812,3,male,2,1, laboratory technician ,unknown,1,no,11,3,3,3,1,4,3,1,0,0,0.0,24,2,2694.0
587,no,travel_rarely,research & development,11,4,life sciences,813,4,female,3,2, laboratory technician ,married,8,no,20,4,2,1,9,3,3,5,2,1,4.0,52,3,3149.0
588,no,travel_rarely,research & development,2,3,medical,815,3,male,3,4, research director ,married,5,no,16,3,4,0,30,3,3,4,3,0,3.0,50,3,17639.0
589,yes,travel_rarely,research & development,1,2,life sciences,816,2,female,2,1, laboratory technician ,married,1,yes,11,3,4,1,1,1,3,1,0,0,0.0,29,1,2319.0
590,no,travel_rarely,research & development,7,3,medical,817,3,male,3,3, research director ,married,0,no,11,3,4,0,14,3,4,13,9,3,7.0,33,3,11691.0
591,yes,non-travel,sales,16,3,marketing,819,1,female,3,2, sales executive ,unknown,5,no,15,3,3,0,6,3,3,3,2,0,2.0,33,1,5324.0
592,no,travel_rarely,research & development,2,2,other,820,3,female,3,4, manager ,married,1,yes,11,3,3,1,26,3,2,26,14,3,0.0,47,4,16752.0
593,no,travel_rarely,research & development,1,3,other,823,3,female,3,2, manufacturing director ,married,0,no,15,3,1,1,10,2,3,9,7,0,5.0,36,2,5228.0
594,no,travel_rarely,research & development,23,2,life sciences,824,3,male,4,1, research scientist ,married,1,no,24,4,3,1,10,3,3,10,7,0,7.0,29,3,2700.0
595,yes,travel_rarely,research & development,2,4,life sciences,825,4,male,3,5, research director ,single,7,yes,12,3,4,0,40,2,3,31,15,13,8.0,58,2,19246.0
596,no,travel_rarely,research & development,1,4,life sciences,826,4,female,4,1, research scientist ,single,3,no,13,3,3,0,7,0,3,2,2,2,2.0,35,3,2506.0
597,no,travel_rarely,research & development,1,2,life sciences,827,4,female,2,2, manufacturing director ,married,9,yes,13,3,4,1,8,4,3,4,3,0,2.0,42,4,6062.0
598,yes,travel_rarely,research & development,2,4,medical,828,3,male,3,1, research scientist ,single,6,no,17,3,4,0,5,0,2,2,2,2,1.0,28,3,4382.0
599,no,travel_rarely,human resources,13,3,human resources,829,3,male,3,1, human resources ,married,4,no,13,3,2,1,8,2,3,5,2,0,4.0,36,2,2143.0
600,no,travel_rarely,research & development,4,3,life sciences,830,3,female,2,2, manufacturing director ,married,1,no,12,3,3,1,14,0,3,14,13,6,8.0,34,3,6162.0
601,no,travel_frequently,research & development,16,4,medical,832,1,male,2,2, laboratory technician ,single,6,no,14,3,4,0,10,6,3,1,0,0,0.0,40,3,5094.0
602,no,travel_rarely,research & development,2,3,medical,833,3,female,2,2, manufacturing director ,single,5,yes,24,4,2,0,12,4,2,0,0,0,0.0,30,4,6877.0
603,no,travel_rarely,research & development,2,3,other,834,2,female,2,1, research scientist ,single,1,no,14,3,4,0,1,3,3,1,0,0,0.0,45,3,2274.0
604,no,travel_rarely,research & development,29,3,life sciences,836,2,male,3,2, manufacturing director ,married,1,no,13,3,4,1,10,3,2,9,8,7,3.0,42,2,4434.0
605,no,non-travel,research & development,12,3,life sciences,837,1,male,2,2, healthcare representative ,divorced,2,no,15,3,3,1,13,3,2,4,3,1,2.0,38,1,6288.0
606,no,travel_frequently,research & development,16,4,life sciences,838,3,female,2,1, research scientist ,single,1,no,16,3,3,0,6,3,3,5,2,1,3.0,34,4,2553.0
607,yes,travel_rarely,sales,11,3,marketing,840,3,female,3,3, sales executive ,married,1,no,18,3,1,2,9,3,4,9,8,7,7.0,36,4,7654.0
608,yes,travel_rarely,sales,2,1,medical,842,3,male,3,2, sales executive ,single,4,no,16,3,3,0,12,3,2,9,7,7,3.0,55,3,5160.0
609,no,travel_rarely,research & development,14,2,life sciences,843,2,male,3,4, research director ,married,6,no,24,4,3,1,22,3,3,4,1,1,3.0,43,1,17159.0
610,no,travel_rarely,research & development,5,1,technical degree,844,3,male,2,3, research director ,divorced,1,yes,16,3,2,1,9,3,3,9,8,0,8.0,27,4,12808.0
611,no,travel_rarely,research & development,7,3,other,845,3,male,3,3, manufacturing director ,single,3,no,21,4,2,0,17,3,4,8,5,1,6.0,35,3,10221.0
612,no,travel_rarely,sales,2,4,marketing,846,2,female,3,2, sales executive ,unknown,1,yes,20,4,1,0,8,2,3,8,7,7,5.0,28,2,4779.0
613,no,travel_rarely,human resources,3,2,human resources,847,3,male,3,1, human resources ,married,0,no,19,3,3,1,4,1,1,3,2,0,2.0,34,4,3737.0
614,yes,travel_frequently,research & development,5,2,medical,848,3,female,2,1, research scientist ,married,1,yes,14,3,1,1,8,2,3,8,7,1,7.0,35,3,2366.0
615,no,non-travel,research & development,3,3,medical,850,4,male,3,1, research scientist ,married,1,no,11,3,3,3,0,6,2,0,0,0,0.0,27,4,1706.0
616,no,travel_rarely,sales,26,4,marketing,851,1,female,3,4, manager ,married,2,no,14,3,3,1,29,2,2,20,6,4,17.0,51,3,16307.0
617,no,travel_rarely,research & development,4,3,medical,852,4,male,3,2, healthcare representative ,single,9,no,12,3,4,0,10,2,2,5,2,2,3.0,44,2,5933.0
618,no,travel_rarely,research & development,2,1,medical,854,1,male,4,1, research scientist ,single,7,no,13,3,3,0,6,0,2,4,3,0,1.0,25,1,3424.0
619,no,travel_rarely,sales,1,3,medical,855,1,male,4,2, sales executive ,divorced,1,no,22,4,1,1,9,5,3,9,8,0,8.0,33,1,4037.0
620,no,travel_rarely,research & development,27,1,medical,856,3,female,2,1, research scientist ,single,1,no,11,3,4,0,6,3,2,6,5,1,1.0,35,1,2559.0
621,no,non-travel,sales,1,2,life sciences,857,2,male,3,2, sales executive ,unknown,1,yes,14,3,4,1,18,1,2,18,14,4,11.0,36,4,6201.0
622,no,travel_rarely,sales,13,4,life sciences,859,2,male,3,2, sales executive ,divorced,2,no,11,3,3,1,8,3,2,5,2,0,3.0,32,4,4403.0
623,no,travel_frequently,research & development,5,4,life sciences,861,2,male,2,1, research scientist ,divorced,9,no,12,3,2,1,10,3,2,5,4,0,3.0,30,4,3761.0
624,no,non-travel,sales,7,2,marketing,862,1,female,2,3, sales executive ,married,7,yes,18,3,4,1,35,3,3,5,2,0,4.0,53,4,10934.0
625,no,travel_rarely,sales,9,3,marketing,864,4,male,3,3, sales executive ,divorced,4,yes,12,3,3,1,18,2,3,5,4,0,2.0,45,1,10761.0
626,no,travel_rarely,research & development,8,2,other,865,3,female,4,2, research scientist ,married,5,no,12,3,3,1,9,3,2,5,3,1,3.0,32,3,5175.0
627,no,travel_frequently,research & development,25,4,medical,867,3,female,2,4, manufacturing director ,married,3,no,22,4,3,0,31,0,3,9,8,0,0.0,52,4,13826.0
628,no,travel_rarely,sales,16,4,marketing,868,4,male,2,2, sales executive ,divorced,4,no,19,3,4,2,9,2,3,1,0,0,0.0,37,3,6334.0
629,no,travel_rarely,human resources,8,2,medical,869,2,male,2,1, human resources ,divorced,1,no,13,3,4,1,6,6,3,5,1,0,4.0,28,4,4936.0
630,no,travel_rarely,research & development,1,2,life sciences,872,4,male,2,2, manufacturing director ,married,6,no,22,4,1,2,4,2,1,2,2,2,2.0,22,4,4775.0
631,no,travel_rarely,research & development,8,4,life sciences,874,1,male,4,1, laboratory technician ,married,2,yes,24,4,3,1,10,2,2,3,2,0,2.0,44,4,2818.0
632,no,travel_frequently,research & development,2,1,medical,875,2,male,3,1, research scientist ,unknown,5,yes,14,3,4,0,8,2,3,2,1,2,2.0,34,4,2515.0
633,no,travel_rarely,human resources,8,3,life sciences,878,1,male,2,1, human resources ,married,0,no,21,4,3,0,6,3,3,5,4,0,3.0,36,1,2342.0
634,no,travel_rarely,sales,3,1,other,879,3,male,3,2, sales executive ,unknown,1,yes,18,3,4,0,5,3,3,5,3,0,3.0,25,1,4194.0
635,no,travel_rarely,research & development,9,3,life sciences,880,4,female,2,3, manufacturing director ,married,1,yes,20,4,2,1,17,2,3,17,14,5,15.0,35,3,10685.0
636,yes,travel_frequently,research & development,25,4,life sciences,881,4,female,3,1, research scientist ,divorced,1,yes,19,3,1,1,10,3,2,10,2,7,8.0,35,2,2022.0
637,no,non-travel,unknown,1,3,life sciences,882,4,male,3,1, laboratory technician ,divorced,0,no,12,3,2,1,4,2,3,3,0,0,2.0,32,4,2314.0
638,no,non-travel,sales,4,1,marketing,885,3,male,2,2, sales executive ,married,1,no,12,3,1,0,5,1,4,5,2,0,3.0,41,1,4256.0
639,no,non-travel,research & development,1,3,technical degree,887,3,female,3,1, research scientist ,married,2,no,16,3,2,1,7,2,3,4,2,0,2.0,49,1,3580.0
640,no,non-travel,research & development,4,1,life sciences,888,1,male,2,1, laboratory technician ,married,0,no,17,3,4,0,6,2,2,5,2,3,4.0,24,4,3162.0
641,no,travel_frequently,sales,5,2,life sciences,889,2,male,3,2, sales executive ,married,1,no,14,3,4,1,10,3,3,10,8,5,3.0,32,2,6524.0
642,no,travel_rarely,sales,9,3,marketing,893,2,male,2,1, sales representative ,married,0,no,19,3,4,1,3,3,3,2,2,1,2.0,38,2,2899.0
643,no,travel_rarely,research & development,3,3,life sciences,894,3,female,4,2, laboratory technician ,married,2,yes,13,3,2,1,17,1,2,5,3,1,3.0,37,4,5231.0
644,no,travel_rarely,research & development,11,4,life sciences,895,4,male,3,1, research scientist ,married,3,yes,19,3,2,1,8,2,3,6,4,0,2.0,31,4,2356.0
645,yes,travel_rarely,sales,1,3,medical,896,2,female,2,1, sales representative ,divorced,6,yes,19,3,3,3,5,3,3,3,2,0,2.0,29,3,2800.0
646,no,non-travel,sales,8,3,marketing,897,1,male,3,4, sales executive ,unknown,5,no,14,3,3,1,28,3,3,2,0,2,3.0,53,4,11836.0
647,no,travel_rarely,research & development,25,3,technical degree,899,4,male,2,3, manufacturing director ,married,3,no,16,3,1,0,16,2,3,13,10,4,8.0,35,2,10903.0
648,no,travel_frequently,sales,21,2,medical,900,3,female,3,1, sales representative ,married,5,no,15,3,2,1,10,3,3,5,4,0,0.0,37,4,2973.0
649,no,travel_rarely,research & development,23,4,life sciences,901,4,female,3,4, research director ,single,6,no,18,3,3,0,33,0,3,12,9,3,8.0,53,4,14275.0
650,no,travel_frequently,research & development,1,3,life sciences,902,4,female,3,2, healthcare representative ,married,4,no,13,3,2,1,12,2,2,5,2,2,2.0,43,4,5562.0
651,no,non-travel,sales,2,2,marketing,903,3,female,3,2, sales executive ,married,0,yes,22,4,1,1,8,2,3,7,6,7,7.0,47,4,4537.0
652,no,non-travel,sales,19,2,medical,904,1,male,3,3, sales executive ,single,1,yes,13,3,4,0,10,2,3,10,0,0,3.0,37,2,7642.0
653,no,non-travel,research & development,2,4,life sciences,905,1,male,3,4, manager ,divorced,1,no,11,3,4,1,31,3,3,31,6,14,7.0,50,1,17924.0
